uid,n_interactions,n_questions,n_kcs,accuracy_total,repeat_rate,first_accuracy,repeat_accuracy,repeat_gain,sequence_duration_days,activity_bucket,cohort,x_pca,y_pca,x_view,y_view,projection_method
29,369,320,166,0.815718,0.132791,0.821875,0.77551,-0.046365,289.357951,alta,mixed_profile,0.6409401255000247,0.47030413715188,0.6409401255000247,0.47030413715188,pca
31,332,296,131,0.804217,0.108434,0.800676,0.833333,0.032658,302.086262,media,mixed_profile,-0.08321354354846226,-0.48352119342800515,-0.08321354354846226,-0.48352119342800515,pca
33,354,249,159,0.79661,0.144068,0.79538,0.803922,0.008542,321.178576,alta,mixed_profile,0.258079312125269,0.19614018894499663,0.258079312125269,0.19614018894499663,pca
39,428,342,168,0.838785,0.109813,0.83727,0.851064,0.013793,290.467002,muy alta,mixed_profile,1.3058945279711802,0.21389301766963745,1.3058945279711802,0.21389301766963745,pca
43,339,316,148,0.887906,0.064897,0.892744,0.818182,-0.074563,313.43485,alta,high_accuracy_low_repeat,0.5113335417924938,-0.605918371915056,0.5113335417924938,-0.605918371915056,pca
51,398,337,163,0.929648,0.143216,0.923754,0.964912,0.041159,304.82838,alta,high_accuracy_low_repeat,2.115397857799989,-0.7268616481305301,2.115397857799989,-0.7268616481305301,pca
58,518,419,182,0.974903,0.135135,0.973214,0.985714,0.0125,321.306065,muy alta,high_accuracy_low_repeat,3.6376496550072503,0.0012463719177065323,3.6376496550072503,0.0012463719177065323,pca
62,404,330,152,0.737624,0.09901,0.741758,0.7,-0.041758,311.115197,alta,mixed_profile,-0.1010958660222985,1.1393380392777677,-0.1010958660222985,1.1393380392777677,pca
75,347,298,135,0.731988,0.14121,0.728188,0.755102,0.026914,188.912917,alta,mixed_profile,-0.8014291957225829,-0.07045933666439552,-0.8014291957225829,-0.07045933666439552,pca
76,359,308,149,0.883008,0.139276,0.877023,0.92,0.042977,271.385185,alta,high_accuracy_low_repeat,1.0846750241063174,-0.9101363848077605,1.0846750241063174,-0.9101363848077605,pca
80,686,556,219,0.803207,0.163265,0.797909,0.830357,0.032448,321.989178,muy alta,mixed_profile,4.315217536649511,3.307015344965764,4.315217536649511,3.307015344965764,pca
81,377,326,151,0.885942,0.127321,0.878419,0.9375,0.059081,292.796933,alta,high_accuracy_low_repeat,1.3729817755073697,-0.7955694426359143,1.3729817755073697,-0.7955694426359143,pca
88,419,345,148,0.873508,0.136038,0.867403,0.912281,0.044877,261.977755,muy alta,high_accuracy_low_repeat,1.3923672250912058,-0.5447283094918137,1.3923672250912058,-0.5447283094918137,pca
96,259,211,128,0.803089,0.127413,0.809735,0.757576,-0.052159,299.154826,baja,mixed_profile,-1.0581388876622178,-0.6750435228991029,-1.0581388876622178,-0.6750435228991029,pca
98,369,296,162,0.815718,0.132791,0.815625,0.816327,0.000702,316.172951,alta,mixed_profile,0.6807966037375964,0.254493924157697,0.6807966037375964,0.254493924157697,pca
103,408,371,182,0.857843,0.07598,0.851459,0.935484,0.084025,150.874838,alta,high_accuracy_low_repeat,1.3786729546062182,-0.9127461191716155,1.3786729546062182,-0.9127461191716155,pca
111,236,198,104,0.864407,0.076271,0.857798,0.944444,0.086646,235.592245,baja,high_accuracy_low_repeat,-1.0488122129222603,-2.8706240734324484,-1.0488122129222603,-2.8706240734324484,pca
119,330,284,132,0.718182,0.133333,0.730769,0.636364,-0.094406,239.779097,media,mixed_profile,-1.3299872533757162,0.6366918221614732,-1.3299872533757162,0.6366918221614732,pca
123,440,396,187,0.693182,0.1,0.694444,0.681818,-0.012626,318.881412,muy alta,mixed_profile,0.6496582276999627,2.322889637417196,0.6496582276999627,2.322889637417196,pca
132,345,317,133,0.852174,0.081159,0.842271,0.964286,0.122014,308.953819,alta,high_accuracy_low_repeat,0.7079059007886164,-1.2853831222917742,0.7079059007886164,-1.2853831222917742,pca
136,396,334,149,0.931818,0.143939,0.935103,0.912281,-0.022823,285.799201,alta,high_accuracy_low_repeat,1.662730421971557,-0.7722227418380481,1.662730421971557,-0.7722227418380481,pca
137,331,294,178,0.906344,0.087613,0.900662,0.965517,0.064855,334.991354,media,high_accuracy_low_repeat,1.5819864822534062,-0.9421799852177861,1.5819864822534062,-0.9421799852177861,pca
140,281,231,128,0.925267,0.13879,0.921488,0.948718,0.02723,281.069861,media,high_accuracy_low_repeat,0.39354602564594177,-2.0560675226048355,0.39354602564594177,-2.0560675226048355,pca
142,377,329,152,0.952255,0.122016,0.951662,0.956522,0.00486,218.432188,alta,high_accuracy_low_repeat,1.5455965894538917,-1.5663362104807095,1.5455965894538917,-1.5663362104807095,pca
143,284,246,127,0.876761,0.130282,0.870445,0.918919,0.048474,264.894363,media,high_accuracy_low_repeat,0.03312020427490195,-1.7461020706385542,0.03312020427490195,-1.7461020706385542,pca
144,258,230,141,0.883721,0.108527,0.9,0.75,-0.15,292.583553,baja,high_accuracy_low_repeat,-0.4963234634405875,-0.8840943908864375,-0.4963234634405875,-0.8840943908864375,pca
145,291,258,133,0.90378,0.113402,0.899225,0.939394,0.040169,320.28375,media,high_accuracy_low_repeat,0.5233913637307233,-1.6214305179585582,0.5233913637307233,-1.6214305179585582,pca
152,254,217,117,0.913386,0.145669,0.921659,0.864865,-0.056794,240.951609,baja,high_accuracy_low_repeat,-0.3918994608223559,-2.053969169723469,-0.3918994608223559,-2.053969169723469,pca
163,307,247,127,0.788274,0.159609,0.786822,0.795918,0.009097,202.104109,media,mixed_profile,-0.8029423975139688,-0.8319520270324953,-0.8029423975139688,-0.8319520270324953,pca
169,459,374,142,0.808279,0.139434,0.807595,0.8125,0.004905,266.209132,muy alta,mixed_profile,0.9800202773059207,0.461126073712606,0.9800202773059207,0.461126073712606,pca
171,428,333,151,0.773364,0.13785,0.775068,0.762712,-0.012356,252.104688,muy alta,mixed_profile,0.3767927451308601,0.6288342570233897,0.3767927451308601,0.6288342570233897,pca
174,303,276,117,0.749175,0.085809,0.750903,0.730769,-0.020133,212.637488,media,mixed_profile,-1.525227534034361,-0.6372814974710979,-1.525227534034361,-0.6372814974710979,pca
185,267,228,124,0.891386,0.11985,0.902128,0.8125,-0.089628,306.706829,baja,high_accuracy_low_repeat,-0.3726772445875331,-1.302345762709784,-0.3726772445875331,-1.302345762709784,pca
188,325,270,133,0.923077,0.156923,0.916058,0.960784,0.044726,240.783194,media,high_accuracy_low_repeat,0.8296666411873834,-1.8463057183127725,0.8296666411873834,-1.8463057183127725,pca
197,286,208,129,0.842657,0.143357,0.840816,0.853659,0.012842,310.069688,media,mixed_profile,-0.31733475420118923,-1.1078158375409395,-0.31733475420118923,-1.1078158375409395,pca
199,342,289,151,0.874269,0.116959,0.870861,0.9,0.029139,238.082141,alta,high_accuracy_low_repeat,0.6331437464915773,-1.151773271355451,0.6331437464915773,-1.151773271355451,pca
203,400,366,177,0.9125,0.075,0.918919,0.833333,-0.085586,328.48103,alta,high_accuracy_low_repeat,1.7203974646646916,0.11596651088745227,1.7203974646646916,0.11596651088745227,pca
207,582,492,208,0.914089,0.149485,0.911111,0.931034,0.019923,327.591852,muy alta,high_accuracy_low_repeat,4.252421477908378,1.5030237909103241,4.252421477908378,1.5030237909103241,pca
226,450,345,149,0.902222,0.126667,0.898219,0.929825,0.031606,244.118264,muy alta,high_accuracy_low_repeat,1.6454623381223628,-0.7767558428442601,1.6454623381223628,-0.7767558428442601,pca
227,284,259,129,0.802817,0.088028,0.799228,0.84,0.040772,257.44331,media,mixed_profile,-0.7159843581980587,-1.1698818285035324,-0.7159843581980587,-1.1698818285035324,pca
231,363,317,151,0.947658,0.115702,0.94704,0.952381,0.00534,239.082882,alta,high_accuracy_low_repeat,1.4116447026928132,-1.5607366299814234,1.4116447026928132,-1.5607366299814234,pca
232,355,264,123,0.822535,0.126761,0.8,0.977778,0.177778,322.000035,alta,mixed_profile,0.45204005906844535,-1.247467099487736,0.45204005906844535,-1.247467099487736,pca
234,554,455,171,0.963899,0.144404,0.964135,0.9625,-0.001635,265.974907,muy alta,high_accuracy_low_repeat,3.540339801602279,0.061512147857242454,3.540339801602279,0.061512147857242454,pca
236,287,252,147,0.919861,0.121951,0.928571,0.857143,-0.071429,285.139537,media,high_accuracy_low_repeat,0.4112925289955648,-1.2873545508494693,0.4112925289955648,-1.2873545508494693,pca
240,639,525,200,0.794992,0.134585,0.78481,0.860465,0.075655,313.280625,muy alta,mixed_profile,3.587385640775496,2.4892773507798127,3.587385640775496,2.4892773507798127,pca
241,344,280,143,0.56686,0.116279,0.575658,0.5,-0.075658,278.270185,alta,mixed_profile,-2.3131922959288675,2.2943773919171866,-2.3131922959288675,2.2943773919171866,pca
251,331,269,114,0.78852,0.169184,0.803636,0.714286,-0.089351,189.570509,media,mixed_profile,-1.046233523985303,-0.45258177451281245,-1.046233523985303,-0.45258177451281245,pca
252,349,307,162,0.962751,0.120344,0.960912,0.97619,0.015278,242.070984,alta,high_accuracy_low_repeat,1.6515461157732143,-1.658710902840479,1.6515461157732143,-1.658710902840479,pca
254,370,300,153,0.691892,0.118919,0.693252,0.681818,-0.011433,312.222431,alta,mixed_profile,-0.5840585256690815,1.3072179528315757,-0.5840585256690815,1.3072179528315757,pca
260,461,371,189,0.850325,0.10846,0.841849,0.92,0.078151,238.639444,muy alta,high_accuracy_low_repeat,2.026910054565154,0.05977587352736809,2.026910054565154,0.05977587352736809,pca
261,607,469,190,0.85173,0.149918,0.858527,0.813187,-0.04534,244.180104,muy alta,high_accuracy_low_repeat,2.9978869075616994,1.7103901344983348,2.9978869075616994,1.7103901344983348,pca
270,456,357,148,0.817982,0.155702,0.818182,0.816901,-0.00128,240.092222,muy alta,mixed_profile,1.0211808431011289,0.3348087488274574,1.0211808431011289,0.3348087488274574,pca
271,233,206,98,0.862661,0.094421,0.853081,0.954545,0.101465,259.541817,baja,high_accuracy_low_repeat,-0.9315569206418829,-2.7628461943164297,-0.9315569206418829,-2.7628461943164297,pca
282,523,444,177,0.959847,0.139579,0.955556,0.986301,0.030746,234.149329,muy alta,high_accuracy_low_repeat,3.380099137763862,-0.29102656712843983,3.380099137763862,-0.29102656712843983,pca
289,367,328,142,0.956403,0.103542,0.966565,0.868421,-0.098144,245.515185,alta,high_accuracy_low_repeat,1.0755734888685444,-1.2674278270425368,1.0755734888685444,-1.2674278270425368,pca
290,475,415,180,0.858947,0.117895,0.859189,0.857143,-0.002046,316.503692,muy alta,high_accuracy_low_repeat,2.2946903853321476,0.8749327573973581,2.2946903853321476,0.8749327573973581,pca
292,252,210,105,0.837302,0.130952,0.849315,0.757576,-0.091739,259.905833,baja,mixed_profile,-1.367770790593821,-1.3383748218036682,-1.367770790593821,-1.3383748218036682,pca
293,421,319,145,0.874109,0.152019,0.865546,0.921875,0.056329,251.148646,muy alta,high_accuracy_low_repeat,1.2911547494140618,-0.7136440731525234,1.2911547494140618,-0.7136440731525234,pca
296,456,365,175,0.938596,0.109649,0.933498,0.98,0.046502,237.529838,muy alta,high_accuracy_low_repeat,2.41942212803673,-0.8640330280777133,2.41942212803673,-0.8640330280777133,pca
298,374,276,158,0.906417,0.13369,0.895062,0.98,0.084938,317.533021,alta,high_accuracy_low_repeat,1.5601342763111052,-1.0714068011240714,1.5601342763111052,-1.0714068011240714,pca
307,318,231,131,0.518868,0.13522,0.512727,0.55814,0.045412,307.150972,media,mixed_profile,-2.724221572847467,2.016278529760224,-2.724221572847467,2.016278529760224,pca
308,316,280,118,0.639241,0.113924,0.607143,0.888889,0.281746,259.664757,media,mixed_profile,-1.1808506419109306,-0.47059058111755747,-1.1808506419109306,-0.47059058111755747,pca
310,329,217,135,0.942249,0.142857,0.939716,0.957447,0.01773,312.999954,media,high_accuracy_low_repeat,0.8608928664841039,-1.8023823379455457,0.8608928664841039,-1.8023823379455457,pca
321,484,378,170,0.954545,0.152893,0.958537,0.932432,-0.026104,278.192315,muy alta,high_accuracy_low_repeat,2.766037853600541,-0.21993378104960465,2.766037853600541,-0.21993378104960465,pca
328,392,329,141,0.897959,0.160714,0.896657,0.904762,0.008105,266.18434,alta,high_accuracy_low_repeat,1.3133935435718609,-0.7369114369162462,1.3133935435718609,-0.7369114369162462,pca
329,450,388,144,0.915556,0.128889,0.908163,0.965517,0.057354,210.240058,muy alta,high_accuracy_low_repeat,1.8819641987741542,-1.059127430101669,1.8819641987741542,-1.059127430101669,pca
331,491,369,179,0.828921,0.13442,0.823529,0.863636,0.040107,317.112477,muy alta,mixed_profile,2.0529776037679075,0.912975804929771,2.0529776037679075,0.912975804929771,pca
332,311,260,145,0.729904,0.135048,0.717472,0.809524,0.092052,262.875891,media,mixed_profile,-0.6183679474748224,-0.13633556263065078,-0.6183679474748224,-0.13633556263065078,pca
340,414,312,148,0.756039,0.140097,0.744382,0.827586,0.083204,265.516262,alta,mixed_profile,0.3465721811236574,0.2973132116879994,0.3465721811236574,0.2973132116879994,pca
342,511,416,172,0.714286,0.178082,0.72619,0.659341,-0.06685,307.73309,muy alta,mixed_profile,1.1692201000189397,2.762312944668734,1.1692201000189397,2.762312944668734,pca
351,524,429,176,0.832061,0.162214,0.831435,0.835294,0.003859,326.656991,muy alta,mixed_profile,2.5257169131051262,1.533031045914581,2.5257169131051262,1.533031045914581,pca
352,360,294,130,0.902778,0.166667,0.91,0.866667,-0.043333,185.432234,alta,high_accuracy_low_repeat,0.506846243364749,-1.3478676191394576,0.506846243364749,-1.3478676191394576,pca
360,373,275,123,0.930295,0.144772,0.9279,0.944444,0.016545,248.076852,alta,high_accuracy_low_repeat,0.8620163213868064,-1.7635272970031302,0.8620163213868064,-1.7635272970031302,pca
362,241,200,110,0.962656,0.149378,0.965854,0.944444,-0.021409,146.28184,baja,high_accuracy_low_repeat,-0.4038362848725345,-3.3318233757008073,-0.4038362848725345,-3.3318233757008073,pca
363,557,468,219,0.850987,0.138241,0.852083,0.844156,-0.007927,214.015104,muy alta,high_accuracy_low_repeat,3.1656968835573793,1.557635113295022,3.1656968835573793,1.557635113295022,pca
365,355,306,138,0.484507,0.129577,0.475728,0.543478,0.06775,293.432928,alta,mixed_profile,-2.373025771671175,2.6791525323272434,-2.373025771671175,2.6791525323272434,pca
371,610,510,195,0.719672,0.144262,0.720307,0.715909,-0.004397,306.861111,muy alta,mixed_profile,2.467573561462893,3.3304983008646682,2.467573561462893,3.3304983008646682,pca
372,326,293,136,0.671779,0.076687,0.664452,0.76,0.095548,257.064942,media,mixed_profile,-1.2422787451559476,0.1451190268365444,-1.2422787451559476,0.1451190268365444,pca
373,440,365,171,0.870455,0.140909,0.873016,0.854839,-0.018177,281.472234,muy alta,high_accuracy_low_repeat,1.798543295486076,0.31985550576401667,1.798543295486076,0.31985550576401667,pca
376,237,199,128,0.881857,0.151899,0.875622,0.916667,0.041045,309.027245,baja,high_accuracy_low_repeat,-0.13918625269496024,-1.7809207937775193,-0.13918625269496024,-1.7809207937775193,pca
380,327,248,131,0.795107,0.134557,0.80212,0.75,-0.05212,311.154468,media,mixed_profile,-0.5360678515221329,-0.08454308129164087,-0.5360678515221329,-0.08454308129164087,pca
382,274,244,124,0.806569,0.09854,0.801619,0.851852,0.050232,251.797072,media,mixed_profile,-0.8224073656915517,-1.3860238495704007,-0.8224073656915517,-1.3860238495704007,pca
389,326,282,127,0.871166,0.125767,0.866667,0.902439,0.035772,184.877975,media,high_accuracy_low_repeat,0.03607321406762491,-1.7677281952605748,0.03607321406762491,-1.7677281952605748,pca
390,596,448,187,0.973154,0.139262,0.97271,0.975904,0.003194,317.11912,muy alta,high_accuracy_low_repeat,4.14915669956658,0.5066343311517605,4.14915669956658,0.5066343311517605,pca
394,753,629,244,0.84595,0.146082,0.855365,0.790909,-0.064456,240.062211,muy alta,mixed_profile,5.094729082940048,3.6642055785232293,5.094729082940048,3.6642055785232293,pca
398,454,408,194,0.95815,0.101322,0.955882,0.978261,0.022379,215.273681,muy alta,high_accuracy_low_repeat,2.899409424922,-0.6796155697373376,2.899409424922,-0.6796155697373376,pca
400,411,360,156,0.875912,0.107056,0.877384,0.863636,-0.013748,275.224896,alta,high_accuracy_low_repeat,1.3192366259891921,-0.2461815683219903,1.3192366259891921,-0.2461815683219903,pca
401,522,444,180,0.886973,0.122605,0.89083,0.859375,-0.031455,306.228681,muy alta,high_accuracy_low_repeat,2.777449218675927,0.9852732843889365,2.777449218675927,0.9852732843889365,pca
402,513,452,191,0.824561,0.11501,0.821586,0.847458,0.025872,283.994306,muy alta,mixed_profile,2.4836367697540274,1.330184756741839,2.4836367697540274,1.330184756741839,pca
405,583,482,181,0.591767,0.154374,0.59432,0.577778,-0.016543,306.847442,muy alta,mixed_profile,0.9319988124117499,4.255504103326369,0.9319988124117499,4.255504103326369,pca
410,239,204,113,0.924686,0.133891,0.922705,0.9375,0.014795,245.636852,baja,high_accuracy_low_repeat,-0.316702639132242,-2.646793553548647,-0.316702639132242,-2.646793553548647,pca
411,256,228,103,0.820312,0.105469,0.829694,0.740741,-0.088954,260.242743,baja,mixed_profile,-1.545695583090074,-1.22631593051952,-1.545695583090074,-1.22631593051952,pca
419,500,383,162,0.92,0.132,0.914747,0.954545,0.039799,319.531968,muy alta,high_accuracy_low_repeat,2.6777550778841395,-0.08286878290468593,2.6777550778841395,-0.08286878290468593,pca
421,277,249,126,0.873646,0.101083,0.863454,0.964286,0.100832,262.930347,media,high_accuracy_low_repeat,0.014545566531124291,-2.1242969706997186,0.014545566531124291,-2.1242969706997186,pca
422,253,219,116,0.818182,0.12253,0.81982,0.806452,-0.013368,285.15441,baja,mixed_profile,-1.0441349913087685,-1.2181992878975663,-1.0441349913087685,-1.2181992878975663,pca
428,334,280,137,0.781437,0.143713,0.77972,0.791667,0.011946,259.080567,alta,mixed_profile,-0.3096675259618391,-0.20957554337007156,-0.3096675259618391,-0.20957554337007156,pca
431,429,359,169,0.932401,0.13986,0.940379,0.883333,-0.057046,293.073808,muy alta,high_accuracy_low_repeat,2.1365962546249335,-0.14206716780006756,2.1365962546249335,-0.14206716780006756,pca
433,320,287,126,0.853125,0.1,0.850694,0.875,0.024306,293.256458,media,high_accuracy_low_repeat,0.07116987547949517,-1.1390668655920697,0.07116987547949517,-1.1390668655920697,pca
435,376,327,160,0.869681,0.119681,0.867069,0.888889,0.021819,328.990602,alta,high_accuracy_low_repeat,1.3427667751967298,-0.21995238819241877,1.3427667751967298,-0.21995238819241877,pca
440,702,586,206,0.881766,0.139601,0.88245,0.877551,-0.004899,322.039421,muy alta,high_accuracy_low_repeat,4.802216081255073,2.6145916402691136,4.802216081255073,2.6145916402691136,pca
443,326,269,129,0.815951,0.156442,0.832727,0.72549,-0.107237,266.063044,media,mixed_profile,-0.4813179121525249,-0.13321216028973193,-0.4813179121525249,-0.13321216028973193,pca
445,327,246,142,0.749235,0.131498,0.742958,0.790698,0.04774,319.14338,media,mixed_profile,-0.4685949906040561,0.08908040826997311,-0.4685949906040561,0.08908040826997311,pca
446,253,187,124,0.640316,0.110672,0.626667,0.75,0.123333,299.109734,baja,mixed_profile,-2.1875154798764207,-0.13418911491415322,-2.1875154798764207,-0.13418911491415322,pca
447,231,163,96,0.727273,0.125541,0.717822,0.793103,0.075282,318.114028,baja,mixed_profile,-2.1088835470463576,-1.1177594120128906,-2.1088835470463576,-1.1177594120128906,pca
449,418,382,191,0.95933,0.074163,0.963824,0.903226,-0.060598,329.212014,muy alta,high_accuracy_low_repeat,2.5602305251333974,-0.13651849016345452,2.5602305251333974,-0.13651849016345452,pca
461,409,351,163,0.865526,0.141809,0.868946,0.844828,-0.024118,268.301771,alta,high_accuracy_low_repeat,1.382168580205371,0.06266763294650787,1.382168580205371,0.06266763294650787,pca
465,284,230,135,0.397887,0.126761,0.403226,0.361111,-0.042115,291.789583,media,mixed_profile,-4.1765925430753565,3.3553846398798317,-4.1765925430753565,3.3553846398798317,pca
467,413,293,164,0.849879,0.140436,0.84507,0.87931,0.03424,316.999919,alta,mixed_profile,1.299855130958415,-0.0080191532491239,1.299855130958415,-0.0080191532491239,pca
469,564,409,177,0.939716,0.140071,0.931959,0.987342,0.055383,322.279167,muy alta,high_accuracy_low_repeat,3.554243570746658,0.23646752694921055,3.554243570746658,0.23646752694921055,pca
472,432,366,181,0.668981,0.152778,0.65847,0.727273,0.068803,321.472176,muy alta,mixed_profile,0.6377450815647635,2.238951138839981,0.6377450815647635,2.238951138839981,pca
473,581,507,218,0.817556,0.11704,0.816764,0.823529,0.006765,293.077269,muy alta,mixed_profile,3.3706565134682864,2.342492502553633,3.3706565134682864,2.342492502553633,pca
475,228,190,112,0.780702,0.092105,0.777778,0.809524,0.031746,316.195243,baja,mixed_profile,-1.5677900919989853,-1.3012744061285277,-1.5677900919989853,-1.3012744061285277,pca
476,343,298,151,0.626822,0.116618,0.636964,0.55,-0.086964,314.251493,alta,mixed_profile,-1.5174625245659472,2.12747722979667,-1.5174625245659472,2.12747722979667,pca
479,400,349,178,0.9325,0.125,0.937143,0.9,-0.037143,227.410174,alta,high_accuracy_low_repeat,1.8795853302519239,-0.6435515248245293,1.8795853302519239,-0.6435515248245293,pca
482,323,263,140,0.510836,0.145511,0.507246,0.531915,0.024669,290.995336,media,mixed_profile,-2.542008888784452,2.413000090878705,-2.542008888784452,2.413000090878705,pca
488,447,373,151,0.870246,0.14094,0.877604,0.825397,-0.052207,301.164583,muy alta,high_accuracy_low_repeat,1.5358526130119925,0.3622053243537939,1.5358526130119925,0.3622053243537939,pca
489,569,446,200,0.690685,0.140598,0.683027,0.7375,0.054473,316.04809,muy alta,mixed_profile,1.9790128629726098,3.049188408300167,1.9790128629726098,3.049188408300167,pca
494,254,216,141,0.779528,0.149606,0.782407,0.763158,-0.01925,292.8461,baja,mixed_profile,-0.8847686166847604,-0.35347110105416113,-0.8847686166847604,-0.35347110105416113,pca
497,414,358,172,0.84058,0.130435,0.830556,0.907407,0.076852,323.263461,alta,mixed_profile,1.7803323493079095,0.2578519299131321,1.7803323493079095,0.2578519299131321,pca
498,371,329,170,0.80593,0.113208,0.802432,0.833333,0.030902,323.836111,alta,mixed_profile,0.9248161530886295,0.41139267459362194,0.9248161530886295,0.41139267459362194,pca
502,372,318,135,0.83871,0.145161,0.839623,0.833333,-0.006289,259.709421,alta,mixed_profile,0.45512819443162383,-0.4079664815498242,0.45512819443162383,-0.4079664815498242,pca
503,264,235,144,0.780303,0.109848,0.787234,0.724138,-0.063096,329.415764,baja,mixed_profile,-0.8881696234085295,-0.010893009324977014,-0.8881696234085295,-0.010893009324977014,pca
508,450,377,184,0.884444,0.093333,0.889706,0.833333,-0.056373,238.755694,muy alta,high_accuracy_low_repeat,1.7467170070195854,0.18448341215835026,1.7467170070195854,0.18448341215835026,pca
509,369,305,150,0.560976,0.165312,0.535714,0.688525,0.15281,326.63316,alta,mixed_profile,-1.0153459376185439,2.1498263285361,-1.0153459376185439,2.1498263285361,pca
513,510,426,194,0.796078,0.145098,0.793578,0.810811,0.017233,229.090336,muy alta,mixed_profile,2.0685868132105734,1.4256317939973815,2.0685868132105734,1.4256317939973815,pca
518,507,426,181,0.861933,0.136095,0.863014,0.855072,-0.007941,294.229097,muy alta,high_accuracy_low_repeat,2.5162275092289095,1.010545771539468,2.5162275092289095,1.010545771539468,pca
522,454,317,148,0.799559,0.15859,0.795812,0.819444,0.023633,322.283125,muy alta,mixed_profile,0.9943517831089224,0.660743178923138,0.9943517831089224,0.660743178923138,pca
524,266,224,109,0.793233,0.120301,0.782051,0.875,0.092949,244.992292,baja,mixed_profile,-1.099317156904458,-1.674637197278078,-1.099317156904458,-1.674637197278078,pca
528,374,297,148,0.834225,0.131016,0.833846,0.836735,0.002889,289.461204,alta,mixed_profile,0.5698680781182673,-0.23164300120031917,0.5698680781182673,-0.23164300120031917,pca
536,412,351,153,0.881068,0.121359,0.878453,0.9,0.021547,266.069086,alta,high_accuracy_low_repeat,1.41543629322216,-0.5015138282891907,1.41543629322216,-0.5015138282891907,pca
541,287,244,140,0.627178,0.12892,0.624,0.648649,0.024649,319.550903,media,mixed_profile,-1.784961601499671,1.1680864412508374,-1.784961601499671,1.1680864412508374,pca
544,460,328,167,0.934783,0.13913,0.926768,0.984375,0.057607,317.000069,muy alta,high_accuracy_low_repeat,2.5001785875989366,-0.5765368092102906,2.5001785875989366,-0.5765368092102906,pca
547,280,226,129,0.678571,0.192857,0.668142,0.722222,0.054081,219.324421,media,mixed_profile,-1.6082951277048247,0.12462992010175143,-1.6082951277048247,0.12462992010175143,pca
555,409,328,176,0.819071,0.124694,0.829609,0.745098,-0.084511,239.133472,alta,mixed_profile,0.7162324083472797,0.615270600094755,0.7162324083472797,0.615270600094755,pca
558,398,306,128,0.404523,0.198492,0.410658,0.379747,-0.030911,302.229699,alta,mixed_profile,-2.968739152103357,4.223315331872291,-2.968739152103357,4.223315331872291,pca
560,233,209,101,0.88412,0.103004,0.880383,0.916667,0.036284,291.954954,baja,high_accuracy_low_repeat,-0.7552944340118182,-2.421726538740136,-0.7552944340118182,-2.421726538740136,pca
567,378,312,157,0.896825,0.145503,0.894737,0.909091,0.014354,319.11735,alta,high_accuracy_low_repeat,1.5156490025517553,-0.4695340988920458,1.5156490025517553,-0.4695340988920458,pca
571,293,271,149,0.778157,0.071672,0.783088,0.714286,-0.068803,312.891134,media,mixed_profile,-0.7760580947757607,0.10701760237008802,-0.7760580947757607,0.10701760237008802,pca
593,321,250,125,0.190031,0.133956,0.190647,0.186047,-0.004601,268.439074,media,mixed_profile,-5.757868509438545,5.170913835438848,-5.757868509438545,5.170913835438848,pca
595,276,236,130,0.75,0.123188,0.752066,0.735294,-0.016772,274.40206,media,mixed_profile,-1.2714642556210352,-0.2757809793238787,-1.2714642556210352,-0.2757809793238787,pca
